link,title,newspaper,category
https://abcnews.go.com/Sports/frank-vogel-los-angeles-lakers-lot-addition-andre/story?id=76743235,Frank Vogel says Los Angeles Lakers 'got a lot better' with addition of Andre Drummond,abc,sports
https://abcnews.go.com/Sports/aaron-gordon-debuts-denver-nuggets-sees-limits-teams/story?id=76742864,"Aaron Gordon debuts for Denver Nuggets, sees 'no limits' on team's potential",abc,sports
https://abcnews.go.com/Sports/dominant-overtime-helps-ucla-secure-spot-elite-ncaa/story?id=76741918,Dominant overtime helps UCLA secure spot in Elite Eight of NCAA men's basketball tournament,abc,sports
https://abcnews.go.com/Sports/florida-panthers-aaron-ekblad-off-ice-stretcher-leg/story?id=76740493,Florida Panthers' Aaron Ekblad taken off ice on stretcher with leg injury,abc,sports
https://abcnews.go.com/Sports/sources-trevor-lawrence-attend-nfl-draft-cleveland-watch/story?id=767392599,"Sources: Trevor Lawrence won't attend NFL draft in Cleveland, will watch at Clemson instead",abc,sports
https://abcnews.go.com/Sports/indiana-mens-basketball-hires-mike-woodson-deal-years/story?id=76738174,Indiana men's basketball hires Mike Woodson; deal is for six years sources say,abc,sports
https://abcnews.go.com/Sports/deal-mike-woodson-indiana-years-sources-hoosiers-finally/story?id=76738173,"Deal between Mike Woodson and Indiana is for six years, sources say, as Hoosiers finally announce their next men's basketball coach",abc,sports
https://abcnews.go.com/Sports/deal-mike-woodson-indiana-years-sources-hoosiers-finally/story?id=76737896,"Deal between Mike Woodson and Indiana will be for six years, sources say, as Hoosiers finally find their next men's basketball coach",abc,sports
https://abcnews.go.com/Sports/orleans-saints-alvin-kamara-players-displeased-17-game/story?id=76737895,New Orleans Saints' Alvin Kamara among players displeased with likely 17-game NFL schedule,abc,sports
https://abcnews.go.com/Sports/deal-mike-woodson-indiana-appears-imminent-sources-hoosiers/story?id=76737257,"Deal between Mike Woodson and Indiana appears imminent, sources say, as Hoosiers hone in on their next men's basketball coach",abc,sports
"https://abcnews.go.com/Sports/sources-randy-dobnak-minnesota-twins-agree-year-925m/story?id=76737119,","Sources: Randy Dobnak, Minnesota Twins agree to 5-year, $9.25M extension that includes 3 club options",abc,sports
https://abcnews.go.com/Sports/oklahoma-city-thunder-waive-recently-acquired-austin-rivers/story?id=767362722,Oklahoma City Thunder waive recently acquired Austin Rivers,abc,sports
https://abcnews.go.com/Sports/andre-drummond-plans-sign-los-angeles-lakers-agent/story?id=76736168,"Andre Drummond plans to sign with Los Angeles Lakers, agent says",abc,sports
https://abcnews.go.com/Sports/naomi-osaka-makes-4th-round-miami-1st-time/story?id=76735811,Naomi Osaka makes 4th round in Miami for 1st time with walkover,abc,sports
https://abcnews.go.com/Sports/nascar-moves-bristol-dirt-race-monday-due-heavy/story?id=76735810,"NASCAR moves Bristol dirt race to Monday due to heavy rains, flood warning",abc,sports
https://abcnews.go.com/Sports/orleans-pelicans-zion-williamson-unusual-force-dallas-mavericks/story?id=76732115,"New Orleans Pelicans' Zion Williamson 'an unusual force,' Dallas Mavericks coach Rick Carlisle says",abc,sports
https://abcnews.go.com/Sports/orleans-pelicans-zion-williamson-unusual-force-mavs-rick/story?id=767320488,"New Orleans Pelicans' Zion Williamson 'an unusual force,' Mavs' Rick Carlisle says",abc,sports
https://abcnews.go.com/Sports/francis-ngannou-wins-ufc-heavyweight-title-ready-time/story?id=76731877,"Francis Ngannou wins UFC heavyweight title, 'ready any time' for Jon Jones",abc,sports
https://abcnews.go.com/Sports/doc-rivers-west-prediction-afar-lakers-clippers-teams/story?id=76731370,"Doc Rivers gives West prediction 'from afar,' says Lakers, Clippers 'still the teams to beat",abc,sports
https://abcnews.go.com/Sports/doc-rivers-west-prediction-afar-lakers-clippers-teams/story?id=76731171,"Doc Rivers gives West prediction 'from afar,' says Lakers, Clippers 'still teams to beat",abc,sports
"https://abcnews.go.com/Sports/balanced-effort-helps-indiana-knock-off-nc-state/story?id=76730038,","Balanced effort helps Indiana knock off NC State, securing its first berth in women's basketball tournament Elite Eight",abc,sports
https://abcnews.go.com/Sports/newly-acquired-boston-celtics-guard-evan-fournier-health/story?id=76729402,Newly acquired Boston Celtics guard Evan Fournier placed in health and safety protocols,abc,sports
https://abcnews.go.com/Sports/balanced-effort-helps-indiana-knock-off-nc-state/story?id=76729334,"Balanced effort helps Indiana knock off NC State, securing its first berth in women's basketball Elite Eight",abc,sports
https://abcnews.go.com/Sports/dillian-whyte-knocks-alexander-povetkin-win-wbc-interim/story?id=76728683,Dillian Whyte knocks out Alexander Povetkin to win WBC interim heavyweight belt,abc,sports
https://abcnews.go.com/Politics/accused-drug-trafficking-honduran-president-critical-challenge-bidens/story?id=766787299,"Accused in drug trial, Honduran president a challenge for Biden's migration plans",abc,Politics
https://abcnews.go.com/Politics/doom-fears-bring-grim-reminders-covid-realities-note/story?id=76751707,Doom' fears bring grim reminders of COVID realities: The Note,abc,Politics
https://abcnews.go.com/Politics/targeted-violence-schools-preventable-secret-service-report/story?id=76755511," Targeted violence' against schools preventable: Secret Service report,Voters who saved Biden campaign rate early presidency: ",abc,Politics
https://abcnews.go.com/Politics/make-america-greater-voters-saved-biden-campaign-rate/story?id=76396185,Make America become greater',abc,Politics
https://abcnews.go.com/Politics/york-city-moves-end-qualified-immunity-making-1st/story?id=76752098,"New York City moves to end qualified immunity, making it the 1st city in US to do so,Biden calls for mask mandates ",abc,Politics
https://abcnews.go.com/Politics/cdc-director-feels-sense-impending-doom-covid-19/story?id=76750417,CDC director fears 'impending doom' from COVID surge,abc,Politics
https://abcnews.go.com/Politics/cdc-extends-eviction-moratorium-late-june/story?id=76751761,CDC extends eviction moratorium until late June,abc,Politics
https://abcnews.go.com/Politics/voting-rights-clashes-threaten-derail-biden-agenda-note/story?id=767348933,Voting-rights clashes threaten to derail Biden agenda: The Note,abc,Politics
https://abcnews.go.com/Politics/bipartisanship-key-successful-voting-reform-gop-sen-dan/story?id=76725701,Bipartisanship key to successful voting reform: GOP Sen. Dan Sullivan,abc,Politics
https://abcnews.go.com/Politics/kate-bedingfield-calls-migrant-surge-cyclical-issue/story?id=76725635,Kate Bedingfield calls migrant surge a 'cyclical issue,abc,Politics
https://abcnews.go.com/Politics/week-transcript-28-21-white-house-communications-director/story?id=76732573,"'This Week' Transcript 3-28-21: Kate Bedingfield, Sen. Dan Sullivan",abc,Politics
https://abcnews.go.com/Politics/biden-receives-high-marks-covid-19-lags-immigration/story?id=76722985,"Biden receives high marks on COVID-19, lags on immigration, guns: POLL",abc,Politics
https://abcnews.go.com/Politics/georgia-lawmaker-shaken-resolved-arrest-election-bill-signing/story?id=76725949,Georgia lawmaker 'shaken but resolved' following arrest at election bill signing,abc,Politics
https://abcnews.go.com/Politics/patrolling-rio-grande-migrant-crossings-reporters-notebook/story?id=76725190,Patrolling the Rio Grande for migrant crossings: Reporter's Notebook,abc,Politics
https://abcnews.go.com/Politics/georgias-election-law-marks-1st-battle-voting-rights/story?id=76701964,Georgia's new election law marks 1st battle in voting rights war,abc,Politics
https://abcnews.go.com/Politics/biden-takes-long-view-matter-timing-presidency-agenda/story?id=76704106,"Biden takes the long view: 'It's a matter of timing,' he says of presidency, agenda",abc,Politics
https://abcnews.go.com/Politics/white-house-communications-director-kate-bedingfield-sen-dan/story?id=76722265,Kate Bedingfield & Dan Sullivan Sunday on 'This Week' with Co-Anchor Jonathan Karl,abc,Politics
https://abcnews.go.com/Politics/californians-recall-gov-gavin-newsom-process-work/story?id=76677007,Why some Californians are trying to remove Gov. Gavin Newsom and how a recall works,abc,Politics
https://abcnews.go.com/Politics/homeland-security-secretary-alejandro-mayorkas-fires-member-homeland/story?id=76715980,Homeland Security chief fires almost every member of advisory council,abc,Politics
https://abcnews.go.com/Politics/us-airlines-bet-pent-demand-mass-vaccinations-rebuilding/story?id=76705715,"Along the southern border with GOP senators: Reporter's Notebook,Which destinations US airlines are betting on for summer 2021",abc,Politics
https://abcnews.go.com/Politics/video/georgia-governor-signs-state-elections-law-76713161,Georgia governor signs new state elections law,abc,Politics
https://abcnews.go.com/Politics/biden-calls-gop-passed-georgia-law-restricting-voting/story?id=767082288,Biden calls new GOP-passed Georgia law restricting voting access an 'atrocity' ,abc,Politics
https://abcnews.go.com/Politics/jj-surge-11m-vaccine-doses-cdc-director-deeply/story?id=76705319,J&J to send 11M vaccine dosesCDC 'deeply concerned' about possible COVID-19 surge ,abc,Politics
https://abcnews.go.com/Politics/trump-claims-capitol-rioters-posed-threat-persecuted/story?id=76702608,"Trump claims Capitol rioters posed 'zero threat,' says some being persecuted",abc,Politics
https://abcnews.go.com/Politics/power-highlights-challenges-biden-note/story?id=76681949,Power of 1 highlights challenges for Biden: The Note,abc,Politics
https://abcnews.go.com/Politics/biden-faces-questioning-largely-avoids-major-headlines/story?id=76685317,Biden faces thorough questioning -- and largely avoids major headlines,abc,Politics
https://abcnews.go.com/Politics/video/supreme-court-rules-police-force-76692800,Supreme Court rules on police use of force,abc,Politics
https://abcnews.go.com/Politics/kemp-sign-sweeping-elections-bill-passed-georgia-legislature/story?id=76677927,Kemp signs sweeping elections bill passed by Ga. legislature. Here's what's in it.,abc,Politics
https://abcnews.go.com/Politics/scared-hungry-young-boys-cross-border/story?id=76633536,Scared and hungry: Young boys cross the border alone,abc,Politics
https://abcnews.go.com/Politics/us-troops-afghanistan-year-biden-tough-deadline/story?id=76684274,"US troops out of Afghanistan by next year, says Biden, but not by May 1 deadline",abc,Politics
https://abcnews.go.com/Politics/biden-holds-1st-formal-news-conference-faces-questions/story?id=76661623,"Biden holds 1st formal news conference, faces questions on agenda, migrant surge ",abc,Politics
https://abcnews.go.com/Politics/change-paradigm-biden-takes-expansive-view-powers-analysis/story?id=76685384,Change the paradigm': Biden takes expansive view of powers: ANALYSIS,abc,Politics
https://abcnews.go.com/Politics/trump-boost-administration-officials-2022-midterms/story?id=76679607,Trump looks to boost former administration officials in 2022 midterms,abc,Politics
https://abcnews.go.com/Politics/video/key-moments-bidens-1st-presidential-press-conference-76685471,  Key moments from Biden's 1st presidential press conference,abc,Politics
https://abcnews.go.com/Politics/cuomos-family-special-access-covid-19-tests-early/story?id=76675407,Cuomo family had special access to COVID-19 tests in early days of pandemic: Reports,abc,Politics
https://abcnews.go.com/Politics/supreme-court-police-shootings-momentary-seizures-4th-amendment/story?id=76678756,Supreme Court says police shootings are momentary 'seizures' under 4th Amendment,abc,Politics
https://abcnews.go.com/Politics/video/senate-dems-move-forward-voting-rights-bill-76673156,Senate Dems move forward with voting rights bill,abc,Politics
https://abcnews.go.com/Politics/biden-faces-press-early-pivot-point-presidency-note/story?id=76658224,Biden faces press at early pivot point in presidency: The Note,abc,Politics
https://abcnews.go.com/Politics/consoler-chief-presidents-response-mass-shooting-defining-moment/story?id=76654748,Consoler in chief: A president's response to a mass shooting is a defining moment,abc,Politics
https://abcnews.go.com/Politics/video/numbers-bostons-1st-black-1st-female-mayor-76665424,By the Numbers: Boston’s 1st Black and 1st female mayor,abc,Politics
https://abcnews.go.com/Politics/pentagon-panel-sexual-assault-military/story?id=76662905,New Pentagon panel to take on sexual assault in the military,abc,Politics
https://abcnews.go.com/Politics/biden-administration-access-border-facility-capacity/story?id=76662203,Biden administration allows access to border facility -- but not ones over capacity,abc,Politics
https://abcnews.go.com/Politics/rachel-levine-confirmed-senate-highest-ranking-openly-transgender/story?id=76653829,Rachel Levine makes history as 1st transgender person confirmed by Senate,abc,Politics
https://abcnews.go.com/Politics/senate-democrats-move-forward-voting-rights-bill-republican/story?id=76653784,Senate Democrats move forward with voting rights bill despite Republican opposition,abc,Politics
https://abcnews.go.com/Politics/missing-person-case-leads-authorities-thwart-potential-mass/story?id=76659224,Missing person case leads authorities to thwart potential 'mass casualty incident',abc,Politics
https://abcnews.go.com/Politics/fema-reimburse-families-years-covid-related-funeral-expenses/story?id=76658708,FEMA to reimburse families for last year's COVID-related funeral expenses,abc,Politics
https://abcnews.go.com/Politics/biden-taps-harris-stem-migration-flow-central-america/story?id=76657373,Biden taps Harris to stem migration flow from Central America,abc,Politics
https://abcnews.go.com/Politics/trump-pulled-wool-off-everyones-eyes-racism-cnns/story?id=76654747,Trump 'pulled the wool off everyone's eyes' about racism: CNN's Don Lemon,abc,Politics
https://abcnews.go.com/Politics/kim-janey-sworn-1st-black-1st-woman-mayor/story?id=76650043,"History made in Boston as 1st Black, 1st woman becomes mayor",abc,Politics
https://abcnews.go.com/Business/wireStory/asian-shares-rise-amid-mixed-market-signs-76763801,"World shares advance, US bond yields press higher",abc,Business
https://abcnews.go.com/Business/spacs-craze-economists/story?id=76747045,What to know about the SPACs craze and why it’s concerning economists,abc,Business
https://abcnews.go.com/Business/wireStory/world-leaders-call-international-pandemic-treaty-767642311,"World leaders call for pandemic treaty, but short on details",abc,Business
https://abcnews.go.com/Business/wireStory/turkey-reinstates-restrictions-sharp-virus-cases-rise-767639411,Turkey reinstates restrictions after sharp virus cases rise,abc,Business
https://abcnews.go.com/Business/wireStory/german-industrial-union-employers-reach-pay-agreement-767638711,"German industrial union, employers reach pay agreement",abc,Business
https://abcnews.go.com/Business/wireStory/spanish-resorts-languish-madrid-hosts-europes-parties-767637988,Spanish resorts languish while Madrid hosts Europe's parties,abc,Business
https://abcnews.go.com/Business/wireStory/stepping-myanmar-coup-penalties-us-suspends-trade-deal-76762182,Stepping up Myanmar coup penalties,abc,Business
https://abcnews.go.com/Business/wireStory/asian-stocks-mixed-amid-vaccine-stimulus-optimism-76743236,"US suspends trade deal,Asian shares mixed after Wall St. fall, mixed market signs",abc,Business
https://abcnews.go.com/Business/wireStory/biden-infrastructure-package-approved-summer-76758548,Biden wants infrastructure package approved over summer,abc,Business
https://abcnews.go.com/Business/wireStory/mexico-sues-us-proposed-nuclear-waste-storage-plans-76752491,New Mexico sues US over proposed nuclear waste storage plans,abc,Business
https://abcnews.go.com/Business/wireStory/amazon-faces-biggest-union-push-history-76757854,Amazon faces biggest union push in its history,abc,Business
https://abcnews.go.com/Business/wireStory/report-covid-1st-jumped-humans-animals-76751309,WHO report: COVID likely 1st jumped into humans from animals,abc,Business
https://abcnews.go.com/Business/wireStory/ap-source-vw-plans-brand-change-voltswagen-us-76756256,AP source: VW plans brand-name change to 'Voltswagen' in US,abc,Business
https://abcnews.go.com/Business/wireStory/southwest-airlines-orders-100-boeing-737-max-planes-76750418,Southwest Airlines orders 100 Boeing 737 Max planes,abc,Business
https://abcnews.go.com/Business/wireStory/major-us-stock-indexes-fared-monday-76754851,How major US stock indexes fared Monday,abc,Business
https://abcnews.go.com/Business/wireStory/credit-suisse-peoples-bancorp-fall-boeing-bluebird-rise-76754848,"Credit Suisse, People's Bancorp fall; Boeing, Bluebird rise",abc,Business
https://abcnews.go.com/Business/wireStory/closing-prices-crude-oil-gold-commodities-76754072,"Closing prices for crude oil, gold and other commodities",abc,Business
https://abcnews.go.com/Business/wireStory/rebels-leave-beheaded-bodies-streets-mozambique-town-76753144,Rebels leave beheaded bodies in streets of Mozambique town,abc,Business
https://abcnews.go.com/Business/wireStory/latest-portugal-tightens-covid-19-flight-restrictions-76744273,The Latest: Spain encourages safety measures amid Holy Week,abc,Business
https://abcnews.go.com/Business/wireStory/container-ship-stuck-suez-canal-partially-refloated-76742224,"Ship 'partially refloated,' but still stuck in Suez Canal",abc,Business
https://abcnews.go.com/Business/wireStory/economist-pulled-albania-1997-anarchy-dead-58-76750891,Economist who pulled Albania out of 1997 anarchy dead at 58,abc,Business
https://abcnews.go.com/Business/wireStory/houghton-mifflin-shedding-consumer-books-349-million-76746986,News Corp. buys Houghton Mifflin Harcourt books division,abc,Business
https://abcnews.go.com/Business/wireStory/suez-canal-blockage-adds-pressure-points-global-trade-76742659,Suez Canal blockage adds to pressure points in global trade,abc,Business
https://abcnews.go.com/Business/wireStory/spain-targets-africa-boost-diplomatic-business-ties-76749560,"Spain targets Africa in boost of diplomatic, business ties",abc,Business
https://abcnews.go.com/Business/wireStory/key-bridging-political-divide-sit-talk-76749297,A key to bridging the political divide: Sit down and talk?,abc,Business
https://abcnews.go.com/Business/wireStory/uk-agency-vaccination-rates-lowest-older-black-people-76749102,UK agency: Vaccination rates lowest among older Black people,abc,Business
https://abcnews.go.com/Business/wireStory/paris-court-convicts-fines-pharma-firm-deadly-diet-76745444,"Paris court convicts, fines pharma firm for deadly diet pill",abc,Business
https://abcnews.go.com/Business/wireStory/happy-monday-england-embarks-major-easing-lockdown-76744308,Happy Monday? England embarks on major easing of lockdown,abc,Business
https://abcnews.go.com/Business/wireStory/explainer-amazon-union-vote-76748068,EXPLAINER: What to know about the Amazon union vote,abc,Business
https://abcnews.go.com/Business/wireStory/merkel-faults-german-perfectionism-current-virus-woes-76744351,Merkel faults German 'perfectionism' for current virus woes,abc,Business
https://abcnews.go.com/Business/wireStory/german-government-buys-stake-defense-supplier-hensoldt-76744948,German government buys stake in defense supplier Hensoldt,abc,Business
https://abcnews.go.com/Business/wireStory/credit-suisse-faces-loss-hedge-fund-default-76743000,Global banks warn of possible losses from hedge fund default,abc,Business
https://abcnews.go.com/Business/wireStory/week-consumer-confidence-carmax-earns-jobs-report-76742660,"This Week: Consumer confidence, CarMax earns, jobs report",abc,Business
https://abcnews.go.com/Business/wireStory/swiss-banker-venezuelan-kleptocrats-star-witness-767420566,Swiss banker to Venezuelan kleptocrats becomes star witness,abc,Business
https://abcnews.go.com/Business/wireStory/asian-stocks-advance-vaccine-stimulus-optimism-767423911,"Asian stocks advance on vaccine, stimulus optimism",abc,Business
https://abcnews.go.com/Business/wireStory/latest-crowds-holy-week-ceremonies-amid-pandemic-76732514,"The Latest: Brisbane, Australia will go into lockdown",abc,Business
https://abcnews.go.com/Business/wireStory/rebels-besiege-town-northern-mozambique-day-76735253,Rebels besiege town in northern Mozambique for fifth day,abc,Business
https://abcnews.go.com/Business/wireStory/biden-economic-plan-focus-1st-infrastructure-week-76737155,Biden economic plan to focus 1st on infrastructure this week,abc,Business
https://abcnews.go.com/Business/wireStory/brazil-moms-bearing-brunt-pandemics-blow-76734892,"In Brazil, moms are bearing the brunt of pandemic's blow",abc,Business
https://abcnews.go.com/Business/wireStory/paris-doctors-warn-catastrophic-overload-virus-cases-76733501,Paris doctors warn of catastrophic overload of virus cases,abc,Business
https://abcnews.go.com/Business/wireStory/uk-eases-lockdown-nervously-eyes-european-virus-surge-76732708,UK eases lockdown but nervously eyes European virus surge,abc,Business
https://abcnews.go.com/Business/consumers-shopping-online-cars-dealerships/story?id=76650042,"US auto dealerships are changing -- for the better, industry watchers say",abc,Business
https://abcnews.go.com/Business/wireStory/uk-variant-hunters-lead-global-race-stay-ahead-76732218,UK variant hunters lead global race to stay ahead of COVID,abc,Business
https://abcnews.go.com/Business/wireStory/minneapolis-immigrant-street-struggles-recover-76734509,"In Minneapolis, an immigrant street struggles to recover",abc,Business
https://abcnews.go.com/Business/wireStory/armenia-premier-confirms-step-election-76733706,Armenia premier confirms he will step down to allow election,abc,Business
https://abcnews.go.com/Business/wireStory/paris-doctors-warn-catastrophic-overload-virus-cases-76733500,Paris doctors warn of catastrophic overload of virus cases,abc,Business
https://abcnews.go.com/Business/wireStory/path-clinton-biden-takes-turn-debt-trade-76733195,"Path from Clinton to Biden takes U-turn on debt, trade, more",abc,Business
https://abcnews.go.com/Business/wireStory/albania-starts-mass-covid-vaccinations-tourist-season-76733128,Albania starts mass COVID vaccinations before tourist season,abc,Business
https://abcnews.go.com/Business/wireStory/pope-pandemics-year-weariness-economic-hardship-76732917,Pope on pandemic's second year: Weariness,abc,Business
https://abcnews.go.com/Business/wireStory/merkels-bloc-dips-polls-months-german-vote-76732709,"economic hardship,Merkel's bloc dips in polls 6 months before German vote",abc,Business
https://abcnews.go.com/Entertainment/wireStory/bts-condemns-anti-asian-racism-experienced-76764008,"BTS condemns anti-Asian racism, says they've experienced it",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/review-breach-godzilla-kong-76757262,Review: Once more unto the breach in 'Godzilla vs. Kong',abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/clarification-obit-brian-rohan-story-76759559,San Francisco 'dope lawyer' to the stars Brian Rohan dies,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/ample-opportunities-viewers-follow-chauvin-trial-76757139,Ample opportunities for viewers to follow Chauvin trial,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/metcalf-loves-weirdo-storyline-tvs-conners-76752317,Metcalf loves her 'weirdo B storyline' on TV's 'The Conners',abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/captain-underpants-book-pulled-passive-racism-76746370,Captain Underpants' book pulled for 'passive racism',abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/houghton-mifflin-shedding-consumer-books-349-million-76746633,News Corp. buys Houghton Mifflin Harcourt books division,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/week-godzilla-kong-concrete-cowboy-mahalia-76748634,"New this week: Godzilla vs Kong, 'Concrete Cowboy' & Mahalia",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/review-bears-life-tells-history-global-warming-76748406,Review: A bear's life tells the history of global warming,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/tribeca-plans-person-outdoor-film-festival-june-76747519,"Tribeca plans in-person, outdoor film festival for June",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/celebrity-birthdays-week-april-10-76747095,Celebrity birthdays for the week of April 4-10,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/oscars-sensitive-art-spark-hong-kong-censorship-fears-76744825,No Oscars or sensitive art spark Hong Kong censorship fears,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/san-francisco-dope-lawyer-stars-brian-rohan-dies-76736449,San Francisco 'dope lawyer' to the stars Brian Rohan dies,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/lebron-james-chadwick-boseman-honored-naacp-image-awards-76729436,Eddie Murphy inducted into NAACP Image Awards Hall of Fame,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/5000-attend-rock-concert-barcelona-covid-19-screen-76720661","5,000 attend rock concert in Barcelona after COVID-19 screen",abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/alabama-shakes-drummer-facing-child-abuse-charges-76727214",Alabama Shakes drummer facing child abuse charges,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/shots-musical-serenade-nyc-vaccination-center-76720662,"Shots, and a musical serenade, at NYC vaccination center",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/guest-lineups-sunday-news-shows-76714334,Guest lineups for the Sunday news shows,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/osbourne-off-talk-inquiry-racism-discussion-76715946,Osbourne off 'The Talk' after inquiry into racism discussion,abc,Entertainment
